Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %
07.01.2018,"8,7834","8,7833","8,7834","8,7831",,"0,07%"
05.01.2018,"8,7777","8,7582","8,8027","8,7525",,"0,16%"
04.01.2018,"8,7634","8,8028","8,815","8,7456",,"-0,45%"
03.01.2018,"8,8028","8,8701","8,8753","8,7834",,"-0,84%"
02.01.2018,"8,8772","8,854","8,8772","8,8521",,"0,12%"
01.01.2018,"8,8668","8,8542","8,8668","8,8495",,"0,14%"
31.12.2017,"8,8542","8,8573","8,8573","8,8542",,"-0,08%"
29.12.2017,"8,861","8,8046","8,8978","8,7975",,"0,65%"
28.12.2017,"8,8041","8,808","8,8334","8,7863",,"-0,07%"
27.12.2017,"8,8104","8,8049","8,8318","8,7536",,"-0,08%"
26.12.2017,"8,8176","8,8638","8,8706","8,7986",,"-0,52%"
25.12.2017,"8,8638","8,8713","8,8804","8,8131",,"-0,03%"
24.12.2017,"8,8661","8,8777","8,8777","8,8661",,"-0,05%"
22.12.2017,"8,8706","8,8747","8,9007","8,8523",,"0,00%"
21.12.2017,"8,871","8,9206","8,9547","8,871",,"-0,68%"
20.12.2017,"8,9315","8,8971","8,9315","8,8962",,"0,45%"
19.12.2017,"8,8912","8,8677","8,9091","8,8559",,"0,24%"
18.12.2017,"8,8696","8,8882","8,9041","8,8519",,"-0,19%"
17.12.2017,"8,8869","8,9107","8,9107","8,8869",,"-0,18%"
15.12.2017,"8,9029","8,8902","8,931","8,885",,"0,10%"
14.12.2017,"8,8938","8,8562","8,9128","8,8538",,"0,26%"
13.12.2017,"8,8704","8,9552","8,9622","8,8506",,"-1,00%"
12.12.2017,"8,9603","8,9147","8,9603","8,878",,"0,51%"
11.12.2017,"8,9145","8,9382","8,9776","8,8957",,"-0,30%"
10.12.2017,"8,9411","8,94","8,9411","8,9353",,"0,01%"
08.12.2017,"8,9398","8,9413","8,9709","8,9211",,"-0,03%"
07.12.2017,"8,9428","8,9517","8,973","8,9248",,"-0,15%"
06.12.2017,"8,9562","8,8756","8,9562","8,8685",,"0,89%"
05.12.2017,"8,8773","8,882","8,8939","8,8591",,"-0,02%"
04.12.2017,"8,8792","8,8758","8,928","8,8613",,"0,04%"
03.12.2017,"8,8759","8,9058","8,9058","8,8759",,"-0,36%"
01.12.2017,"8,908","8,8372","8,9363","8,832",,"0,75%"
30.11.2017,"8,8414","8,8682","8,8835","8,8237",,"-0,24%"
29.11.2017,"8,8624","8,8319","8,8804","8,8272",,"0,22%"
28.11.2017,"8,8431","8,8665","8,8689","8,8237",,"-0,38%"
27.11.2017,"8,8773","8,8415","8,8773","8,7909",,"0,41%"
26.11.2017,"8,8413","8,8448","8,8448","8,8413",,"0,00%"
24.11.2017,"8,8414","8,8772","8,8887","8,8236",,"-0,52%"
23.11.2017,"8,8879","8,8482","8,89","8,8469",,"0,55%"
22.11.2017,"8,8395","8,9269","8,9494","8,8395",,"-1,01%"
21.11.2017,"8,9298","8,9452","8,9728","8,9116",,"-0,13%"
20.11.2017,"8,9418","8,8644","8,9795","8,8638",,"0,94%"
19.11.2017,"8,8582","8,9087","8,9148","8,8582",,"-0,69%"
17.11.2017,"8,9197","9,0032","9,0093","8,9011",,"-0,93%"
16.11.2017,"9,0037","9,0909","9,0935","8,9856",,"-0,88%"
15.11.2017,"9,0839","9,0756","9,1191","9,0567",,"0,05%"
14.11.2017,"9,0796","8,9407","9,0796","8,9349",,"1,63%"
13.11.2017,"8,934","8,9171","8,9697","8,8917",,"0,21%"
12.11.2017,"8,9148","8,9161","8,9202","8,9148",,"0,14%"
10.11.2017,"8,902","8,9287","8,9406","8,882",,"-0,35%"
09.11.2017,"8,9336","8,9407","8,9507","8,9052",,"0,05%"
08.11.2017,"8,9289","8,9386","8,9868","8,9145",,"-0,04%"
07.11.2017,"8,9321","8,9044","8,9505","8,8028",,"0,41%"
06.11.2017,"8,8956","8,8989","8,9132","8,8956",,"-0,04%"
05.11.2017,"8,8988","8,8989","8,8991","8,8988",,"0,05%"
03.11.2017,"8,8946","8,8001","8,9309","8,7818",,"0,97%"
02.11.2017,"8,8089","8,8299","8,8511","8,7875",,"-0,20%"
01.11.2017,"8,8267","8,7895","8,8458","8,7795",,"0,39%"
31.10.2017,"8,7928","8,7263","8,8324","8,7191",,"0,90%"
30.10.2017,"8,7144","8,7189","8,7403","8,6779",,"0,03%"
29.10.2017,"8,7121","8,731","8,731","8,7121",,"-0,33%"
27.10.2017,"8,741","8,7105","8,8269","8,6854",,"0,43%"
26.10.2017,"8,7033","8,7004","8,7213","8,6641",,"-0,06%"
25.10.2017,"8,7088","8,685","8,7088","8,657",,"0,35%"
24.10.2017,"8,6786","8,6679","8,6963","8,6538",,"0,15%"
23.10.2017,"8,6658","8,6591","8,6758","8,6465",,"0,08%"
22.10.2017,"8,6589","8,6852","8,6852","8,6589",,"-0,33%"
20.10.2017,"8,6877","8,658","8,7071","8,6453",,"0,34%"
19.10.2017,"8,658","8,6648","8,7092","8,6353",,"-0,05%"
18.10.2017,"8,6627","8,6512","8,6818","8,6401",,"0,15%"
17.10.2017,"8,65","8,6989","8,7003","8,65",,"-0,50%"
16.10.2017,"8,6937","8,6834","8,7111","8,6603",,"0,21%"
15.10.2017,"8,6757","8,69","8,69","8,6757",,"-0,31%"
13.10.2017,"8,7027","8,7564","8,7753","8,6569",,"-0,68%"
12.10.2017,"8,7619","8,776","8,7849","8,7441",,"-0,10%"
11.10.2017,"8,7708","8,8227","8,8293","8,7531",,"-0,59%"
10.10.2017,"8,8231","8,8064","8,8547","8,7682",,"0,18%"
09.10.2017,"8,8072","8,7498","8,8288","8,7455",,"0,63%"
08.10.2017,"8,7525","8,7446","8,7525","8,7408",,"0,13%"
06.10.2017,"8,741","8,6701","8,7675","8,6642",,"0,91%"
05.10.2017,"8,6621","8,6692","8,6779","8,6273",,"-0,07%"
04.10.2017,"8,6685","8,708","8,7229","8,6441",,"-0,39%"
03.10.2017,"8,7025","8,7016","8,7426","8,6849",,"-0,01%"
02.10.2017,"8,7037","8,6341","8,7214","8,6255",,"0,93%"
01.10.2017,"8,6234","8,642","8,642","8,6234",,"-0,14%"
29.09.2017,"8,6355","8,6891","8,7327","8,6355",,"-0,74%"
28.09.2017,"8,6999","8,7632","8,7963","8,682",,"-0,71%"
27.09.2017,"8,7618","8,7079","8,7931","8,7018",,"0,54%"
26.09.2017,"8,7145","8,6959","8,7692","8,6612",,"0,23%"
25.09.2017,"8,6949","8,7013","8,7337","8,6458",,"-0,04%"
24.09.2017,"8,6986","8,716","8,716","8,681",,"-0,18%"
22.09.2017,"8,7142","8,7851","8,8092","8,7142",,"-0,84%"
21.09.2017,"8,7883","8,8374","8,8476","8,7596",,"-0,56%"
20.09.2017,"8,8381","8,8291","8,9213","8,7616",,"0,17%"
19.09.2017,"8,8233","8,8406","8,8681","8,7952",,"-0,15%"
18.09.2017,"8,8363","8,7972","8,8597","8,7592",,"0,31%"
17.09.2017,"8,8088","8,7949","8,8088","8,7911",,"0,07%"
15.09.2017,"8,8023","8,7736","8,8237","8,7652",,"0,35%"
14.09.2017,"8,7715","8,8578","8,8617","8,7532",,"-1,00%"
13.09.2017,"8,8604","8,8294","8,8836","8,8178",,"0,47%"
12.09.2017,"8,8186","8,7598","8,8366","8,7378",,"0,64%"
11.09.2017,"8,7627","8,782","8,8414","8,7433",,"-0,17%"
10.09.2017,"8,7776","8,8519","8,8519","8,7776",,"-0,77%"
08.09.2017,"8,8456","8,7746","8,8862","8,7469",,"0,85%"
07.09.2017,"8,7709","8,7953","8,8103","8,7452",,"-0,28%"
06.09.2017,"8,7952","8,7983","8,8222","8,7552",,"-0,09%"
05.09.2017,"8,803","8,8567","8,8742","8,7484",,"-0,66%"
04.09.2017,"8,8613","8,7849","8,8813","8,7654",,"0,85%"
03.09.2017,"8,7865","8,7664","8,7865","8,7664",,"0,19%"
01.09.2017,"8,7698","8,8021","8,8549","8,748",,"-0,38%"
31.08.2017,"8,8033","8,8795","8,8888","8,7948",,"-0,88%"
30.08.2017,"8,881","8,919","8,9487","8,8179",,"-0,43%"
29.08.2017,"8,9195","8,8436","8,9275","8,8223",,"0,77%"
28.08.2017,"8,8511","8,899","8,899","8,7979",,"-0,60%"
27.08.2017,"8,9049","8,8953","8,9049","8,8754",,"1,05%"
25.08.2017,"8,8121","8,8807","8,8982","8,7739",,"-0,77%"
24.08.2017,"8,8806","8,8698","8,8997","8,8581",,"-0,04%"
23.08.2017,"8,8841","8,8688","8,8902","8,8464",,"0,22%"
22.08.2017,"8,8651","8,8716","8,9076","8,8467",,"-0,09%"
21.08.2017,"8,873","8,8453","8,9091","8,8336",,"0,36%"
20.08.2017,"8,8414","8,8427","8,8503","8,8414",,"0,07%"
18.08.2017,"8,8348","8,8691","8,9157","8,8331",,"-0,42%"
17.08.2017,"8,872","8,8762","8,9142","8,8326",,"-0,10%"
16.08.2017,"8,8811","8,9303","8,9462","8,8242",,"-0,50%"
15.08.2017,"8,9259","8,9758","8,996","8,9259",,"-0,52%"
14.08.2017,"8,9728","8,9871","8,9938","8,9288",,"-0,11%"
13.08.2017,"8,9824","8,9838","8,989","8,9824",,"0,07%"
11.08.2017,"8,9758","9,045","9,0489","8,9566",,"-0,79%"
10.08.2017,"9,0474","8,9914","9,0474","8,9588",,"0,54%"
09.08.2017,"8,9992","8,9161","9,0182","8,9153",,"0,87%"
08.08.2017,"8,922","8,9322","8,9656","8,8537",,"0,03%"
07.08.2017,"8,9195","8,8655","8,9775","8,8655",,"0,48%"
06.08.2017,"8,8768","8,8613","8,8768","8,8608",,"-0,25%"
04.08.2017,"8,8995","8,9837","9,0155","8,8995",,"-0,93%"
03.08.2017,"8,9826","9,012","9,0496","8,9414",,"-0,28%"
02.08.2017,"9,0081","8,9875","9,0465","8,9657",,"0,23%"
01.08.2017,"8,9875","8,8866","8,9875","8,8817",,"1,13%"
31.07.2017,"8,8869","8,8375","8,966","8,8373",,"0,57%"
30.07.2017,"8,8362","8,8388","8,8479","8,8362",,"0,06%"
28.07.2017,"8,8307","8,8266","8,8512","8,8062",,"0,08%"
27.07.2017,"8,8235","8,795","8,8504","8,79",,"0,26%"
26.07.2017,"8,8002","8,8715","8,8908","8,7708",,"-0,76%"
25.07.2017,"8,8678","8,8888","8,9106","8,8466",,"-0,35%"
24.07.2017,"8,8989","8,8356","8,9182","8,7737",,"0,71%"
23.07.2017,"8,836","8,8224","8,836","8,8224",,"0,66%"
21.07.2017,"8,7781","8,7183","8,7781","8,6857",,"0,78%"
20.07.2017,"8,7099","8,7374","8,7493","8,6885",,"-0,35%"
19.07.2017,"8,7409","8,7719","8,7818","8,7232",,"-0,31%"
18.07.2017,"8,7682","8,7677","8,8004","8,7262",,"0,02%"
17.07.2017,"8,7661","8,7644","8,8004","8,7052",,"0,01%"
16.07.2017,"8,7656","8,7173","8,7656","8,7173",,"0,62%"
14.07.2017,"8,7116","8,8218","8,8466","8,7116",,"-1,38%"
13.07.2017,"8,8334","8,8384","8,891","8,797",,"-0,07%"
12.07.2017,"8,8397","8,9271","8,9502","8,8087",,"-0,98%"
11.07.2017,"8,9273","8,8521","8,9873","8,8452",,"0,70%"
10.07.2017,"8,8653","8,8722","8,896","8,8471",,"-0,08%"
09.07.2017,"8,8726","8,8694","8,8726","8,8645",,"0,01%"
07.07.2017,"8,8721","8,8458","8,9095","8,8397",,"0,30%"
06.07.2017,"8,8458","8,8216","8,8767","8,7893",,"0,26%"
05.07.2017,"8,8229","8,7373","8,8639","8,7268",,"1,03%"
04.07.2017,"8,7333","8,7177","8,7481","8,6972",,"0,18%"
03.07.2017,"8,7179","8,6954","8,7511","8,6735",,"0,24%"
02.07.2017,"8,6971","8,6949","8,6971","8,6903",,"0,00%"
30.06.2017,"8,6974","8,7538","8,7883","8,6789",,"-0,82%"
29.06.2017,"8,7688","8,705","8,7866","8,6895",,"0,79%"
28.06.2017,"8,7002","8,732","8,802","8,7002",,"-0,40%"
27.06.2017,"8,7353","8,5945","8,7353","8,5876",,"1,68%"
26.06.2017,"8,5907","8,6905","8,7306","8,5907",,"-1,17%"
25.06.2017,"8,6924","8,6886","8,6924","8,6874",,"-0,07%"
23.06.2017,"8,6987","8,7706","8,7789","8,68",,"-0,78%"
22.06.2017,"8,767","8,8316","8,8593","8,7333",,"-0,65%"
21.06.2017,"8,8248","8,7326","8,8489","8,6929",,"0,95%"
20.06.2017,"8,7414","8,571","8,7543","8,5502",,"1,85%"
19.06.2017,"8,5827","8,4914","8,5827","8,4662",,"1,15%"
18.06.2017,"8,4848","8,4919","8,4935","8,4848",,"0,03%"
16.06.2017,"8,4825","8,5001","8,5159","8,4309",,"-0,26%"
15.06.2017,"8,5044","8,4566","8,5044","8,4267",,"0,55%"
14.06.2017,"8,4582","8,3828","8,4772","8,3663",,"0,96%"
13.06.2017,"8,3775","8,3865","8,3945","8,3554",,"-0,06%"
12.06.2017,"8,3825","8,4039","8,4148","8,3825",,"-0,35%"
11.06.2017,"8,4119","8,3874","8,4119","8,3874",,"0,24%"
09.06.2017,"8,3918","8,3684","8,3918","8,3597",,"0,26%"
08.06.2017,"8,3701","8,3987","8,4091","8,3527",,"-0,37%"
07.06.2017,"8,4009","8,319","8,4506","8,3163",,"0,96%"
06.06.2017,"8,3212","8,3204","8,3532","8,2955",,"0,01%"
05.06.2017,"8,3203","8,3144","8,3664","8,3014",,"0,03%"
04.06.2017,"8,3178","8,3144","8,3178","8,3093",,"0,11%"
02.06.2017,"8,3087","8,2823","8,3385","8,2706",,"0,31%"
01.06.2017,"8,2831","8,3035","8,336","8,2461",,"-0,28%"
31.05.2017,"8,3063","8,2475","8,3544","8,2456",,"0,71%"
30.05.2017,"8,2477","8,2384","8,2833","8,2333",,"0,25%"
29.05.2017,"8,227","8,242","8,2887","8,2067",,"-0,27%"
28.05.2017,"8,2495","8,2443","8,2495","8,2403",,"0,15%"
26.05.2017,"8,2368","8,2939","8,3159","8,2368",,"-0,79%"
25.05.2017,"8,3025","8,1869","8,3025","8,151",,"1,39%"
24.05.2017,"8,1887","8,1792","8,2098","8,1627",,"0,10%"
23.05.2017,"8,1801","8,2248","8,258","8,1613",,"-0,48%"
22.05.2017,"8,2194","8,305","8,3056","8,1854",,"-1,09%"
21.05.2017,"8,3102","8,2695","8,3102","8,2695",,"0,42%"
19.05.2017,"8,2753","8,3584","8,374","8,2177",,"-1,02%"
18.05.2017,"8,3609","8,2963","8,4408","8,2777",,"0,73%"
17.05.2017,"8,3001","8,2119","8,3607","8,2073",,"0,97%"
16.05.2017,"8,2202","8,1735","8,2202","8,1531",,"0,56%"
15.05.2017,"8,1742","8,2716","8,2815","8,1569",,"-1,15%"
14.05.2017,"8,269","8,2751","8,2775","8,269",,"-0,02%"
12.05.2017,"8,2707","8,264","8,3073","8,2551",,"0,06%"
11.05.2017,"8,266","8,3225","8,3281","8,2492",,"-0,80%"
10.05.2017,"8,3325","8,3887","8,449","8,3154",,"-0,74%"
09.05.2017,"8,3947","8,3918","8,3957","8,377",,"0,07%"
08.05.2017,"8,3889","8,4156","8,4175","8,3659",,"-0,32%"
07.05.2017,"8,4156","8,4592","8,4595","8,4156",,"0,29%"
05.05.2017,"8,3912","8,4646","8,5211","8,3912",,"-0,86%"
04.05.2017,"8,4639","8,3188","8,5037","8,3135",,"1,76%"
03.05.2017,"8,3171","8,2698","8,336","8,266",,"0,53%"
02.05.2017,"8,273","8,2577","8,2905","8,2333",,"0,11%"
01.05.2017,"8,2641","8,2355","8,2641","8,2188",,"0,43%"
30.04.2017,"8,2283","8,2398","8,2546","8,2283",,"-0,39%"
28.04.2017,"8,2605","8,2596","8,2829","8,2141",,"0,10%"
27.04.2017,"8,2519","8,2922","8,3178","8,229",,"-0,48%"
26.04.2017,"8,2918","8,1603","8,3125","8,1477",,"1,66%"
25.04.2017,"8,1561","8,1114","8,1965","8,099",,"0,58%"
24.04.2017,"8,1094","8,3114","8,3374","8,0945",,"-2,39%"
23.04.2017,"8,308","8,3485","8,3485","8,308",,"1,42%"
21.04.2017,"8,1918","8,1669","8,2259","8,1388",,"0,29%"
20.04.2017,"8,1682","8,2163","8,2326","8,1399",,"-0,61%"
19.04.2017,"8,218","8,1722","8,2363","8,1405",,"0,52%"
18.04.2017,"8,1751","8,1415","8,1751","8,1061",,"0,38%"
17.04.2017,"8,1438","8,1775","8,205","8,1101",,"-0,35%"
16.04.2017,"8,1727","8,1818","8,1846","8,1727",,"0,05%"
14.04.2017,"8,1687","8,1698","8,1993","8,151",,"0,00%"
13.04.2017,"8,1684","8,2133","8,2364","8,1514",,"-0,43%"
12.04.2017,"8,2034","8,2598","8,2823","8,2034",,"-0,80%"
11.04.2017,"8,2698","8,2823","8,2994","8,2353",,"-0,29%"
10.04.2017,"8,2938","8,2892","8,3308","8,2566",,"0,11%"
09.04.2017,"8,2843","8,2916","8,2961","8,2843",,"-0,22%"
07.04.2017,"8,3023","8,1755","8,3023","8,1659",,"1,55%"
06.04.2017,"8,1759","8,1775","8,1955","8,1417",,"-0,09%"
05.04.2017,"8,183","8,1441","8,183","8,1005",,"0,43%"
04.04.2017,"8,1475","8,1466","8,2359","8,1378",,"0,02%"
03.04.2017,"8,1455","8,1771","8,1975","8,1239",,"-0,43%"
02.04.2017,"8,1809","8,1651","8,1809","8,1651",,"0,14%"
31.03.2017,"8,1693","8,1417","8,2039","8,1098",,"0,45%"
30.03.2017,"8,1325","8,2175","8,2183","8,1168",,"-0,95%"
29.03.2017,"8,2106","8,2906","8,2926","8,2106",,"-1,00%"
28.03.2017,"8,2939","8,282","8,3116","8,2543",,"0,05%"
27.03.2017,"8,2898","8,3002","8,3359","8,2516",,"-0,14%"
26.03.2017,"8,3018","8,2605","8,3018","8,2605",,"0,50%"
24.03.2017,"8,2603","8,3408","8,3443","8,2603",,"-1,01%"
23.03.2017,"8,3443","8,3955","8,4011","8,3272",,"-0,66%"
22.03.2017,"8,3995","8,3802","8,4536","8,3462",,"0,19%"
21.03.2017,"8,3839","8,2966","8,3839","8,2745",,"1,14%"
20.03.2017,"8,2897","8,2875","8,3609","8,2858",,"-0,08%"
19.03.2017,"8,2965","8,2809","8,2965","8,2809",,"0,01%"
17.03.2017,"8,2958","8,3771","8,4029","8,2745",,"-0,93%"
16.03.2017,"8,3737","8,4457","8,4928","8,3543",,"-0,79%"
15.03.2017,"8,4407","8,5561","8,5654","8,4407",,"-1,42%"
14.03.2017,"8,5627","8,5044","8,6202","8,4908",,"0,76%"
13.03.2017,"8,4978","8,6033","8,6462","8,4978",,"-1,23%"
12.03.2017,"8,6033","8,5942","8,6033","8,543",,"0,71%"
10.03.2017,"8,5424","8,5814","8,5997","8,4974",,"-0,58%"
09.03.2017,"8,5919","8,4169","8,6121","8,4048",,"2,17%"
08.03.2017,"8,4095","8,4286","8,4346","8,4095",,"-0,20%"
07.03.2017,"8,4263","8,4391","8,4586","8,3908",,"-0,12%"
06.03.2017,"8,4367","8,4418","8,525","8,4036",,"0,09%"
05.03.2017,"8,429","8,4449","8,4449","8,429",,"-0,16%"
03.03.2017,"8,4425","8,5406","8,5528","8,4252",,"-1,11%"
02.03.2017,"8,5374","8,4679","8,5546","8,4608",,"0,72%"
01.03.2017,"8,4762","8,4902","8,5118","8,4299",,"-0,17%"
28.02.2017,"8,4905","8,4529","8,5169","8,4177",,"0,53%"
27.02.2017,"8,4455","8,4646","8,5194","8,3811",,"-0,22%"
26.02.2017,"8,4641","8,5071","8,508","8,4641",,"-0,47%"
24.02.2017,"8,5043","8,4569","8,5221","8,411",,"0,57%"
23.02.2017,"8,456","8,4467","8,4738","8,4357",,"0,24%"
22.02.2017,"8,4357","8,3412","8,4545","8,3303",,"1,22%"
21.02.2017,"8,3342","8,4263","8,4317","8,3342",,"-1,09%"
20.02.2017,"8,4263","8,5215","8,5215","8,4213",,"-1,17%"
19.02.2017,"8,5263","8,5109","8,5263","8,5056",,"0,20%"
17.02.2017,"8,5092","8,4047","8,5265","8,3753",,"1,37%"
16.02.2017,"8,3938","8,3355","8,4112","8,3133",,"0,66%"
15.02.2017,"8,3386","8,3188","8,4157","8,236",,"0,28%"
14.02.2017,"8,3156","8,4279","8,4402","8,3156",,"-1,29%"
13.02.2017,"8,424","8,443","8,4621","8,412",,"-0,23%"
12.02.2017,"8,443","8,4656","8,4656","8,443",,"-0,22%"
10.02.2017,"8,4617","8,5831","8,5881","8,4617",,"-1,40%"
09.02.2017,"8,582","8,6174","8,6342","8,5496",,"-0,41%"
08.02.2017,"8,6176","8,6178","8,6605","8,598",,"-0,05%"
07.02.2017,"8,6219","8,5811","8,6421","8,5595",,"0,30%"
06.02.2017,"8,5957","8,5819","8,6492","8,535",,"0,17%"
05.02.2017,"8,5811","8,5904","8,592","8,5811",,"-0,18%"
03.02.2017,"8,5963","8,6347","8,6734","8,5551",,"-0,40%"
02.02.2017,"8,6311","8,7375","8,754","8,5507",,"-1,20%"
01.02.2017,"8,7356","8,7453","8,7787","8,7154",,"0,01%"
31.01.2017,"8,735","8,7091","8,7541","8,7023",,"0,20%"
30.01.2017,"8,7176","8,6894","8,7575","8,6894",,"0,32%"
29.01.2017,"8,6894","8,6931","8,6931","8,6894",,"-0,12%"
27.01.2017,"8,7002","8,7844","8,7856","8,6599",,"-0,95%"
26.01.2017,"8,784","8,6458","8,8041","8,6343",,"1,57%"
25.01.2017,"8,6483","8,6384","8,6658","8,5824",,"0,15%"
24.01.2017,"8,6355","8,6814","8,6919","8,617",,"-0,61%"
23.01.2017,"8,6885","8,6893","8,6989","8,6389",,"-0,01%"
22.01.2017,"8,6893","8,6893","8,6893","8,6893",,"-0,08%"
20.01.2017,"8,6963","8,6927","8,7152","8,6665",,"0,07%"
19.01.2017,"8,6906","8,7081","8,7735","8,6161",,"-0,20%"
18.01.2017,"8,7082","8,6661","8,7082","8,6258",,"0,54%"
17.01.2017,"8,661","8,6739","8,6998","8,6035",,"-0,07%"
16.01.2017,"8,6671","8,6505","8,6854","8,624",,"0,19%"
15.01.2017,"8,6505","8,6505","8,6505","8,6505",,"0,01%"
13.01.2017,"8,6496","8,6064","8,6683","8,595",,"0,45%"
12.01.2017,"8,6106","8,6096","8,639","8,5218",,"-0,06%"
11.01.2017,"8,6159","8,6914","8,7455","8,5772",,"-0,86%"
10.01.2017,"8,691","8,6598","8,7085","8,6371",,"0,50%"
09.01.2017,"8,6473","8,6152","8,6754","8,6052",,"0,37%"
08.01.2017,"8,6152","8,6152","8,6152","8,6152",,"-0,01%"
06.01.2017,"8,6164","8,6295","8,6322","8,5448",,"-0,25%"
05.01.2017,"8,6381","8,7187","8,7901","8,5968",,"-0,80%"
04.01.2017,"8,7075","8,7509","8,8085","8,6892",,"-0,51%"
03.01.2017,"8,7517","8,8226","8,8232","8,6741",,"-0,80%"
02.01.2017,"8,822","8,8229","8,823","8,822",,"-0,01%"
01.01.2017,"8,8229","8,8229","8,8229","8,8229",,"0,10%"
30.12.2016,"8,8145","8,686","8,8755","8,6856",,"1,33%"
29.12.2016,"8,6989","8,6692","8,7404","8,6449",,"0,45%"
28.12.2016,"8,6596","8,7265","8,7325","8,6389",,"-0,86%"
27.12.2016,"8,7348","8,7792","8,7792","8,7163",,"-0,60%"
26.12.2016,"8,7875","8,7898","8,7924","8,7512",,"-0,03%"
25.12.2016,"8,7898","8,7898","8,7899","8,7898",,"0,00%"
23.12.2016,"8,7898","8,7682","8,8344","8,7468",,"0,20%"
22.12.2016,"8,7726","8,8082","8,8084","8,7343",,"-0,36%"
21.12.2016,"8,8039","8,841","8,8438","8,7694",,"-0,44%"
20.12.2016,"8,8432","8,9058","8,9196","8,8242",,"-0,63%"
19.12.2016,"8,899","8,9225","8,9228","8,8617",,"-0,26%"
18.12.2016,"8,9225","8,9225","8,9225","8,9225",,"0,01%"
16.12.2016,"8,9218","8,8894","8,9793","8,8342",,"0,33%"
15.12.2016,"8,8928","8,991","8,991","8,8523",,"-1,09%"
14.12.2016,"8,991","8,7809","8,991","8,7755",,"2,59%"
13.12.2016,"8,7643","8,8381","8,8816","8,7643",,"-0,77%"
12.12.2016,"8,8327","9,0469","9,0469","8,7958",,"-2,37%"
11.12.2016,"9,0469","9,0469","9,0469","9,0469",,"-0,06%"
09.12.2016,"9,0519","9,197","9,197","9,0074",,"-1,57%"
08.12.2016,"9,1962","9,1862","9,2334","9,1862",,"0,18%"
07.12.2016,"9,1801","9,282","9,2867","9,1801",,"-1,10%"
06.12.2016,"9,2818","9,2745","9,3017","8,5298",,"0,11%"
05.12.2016,"9,2716","9,2764","9,301","9,2315",,"-0,05%"
04.12.2016,"9,2764","9,2764","9,2764","9,2764",,"-0,01%"
02.12.2016,"9,2777","9,29","9,3439","9,2588",,"0,03%"
01.12.2016,"9,2745","9,307","9,3192","9,2149",,"-0,32%"
30.11.2016,"9,3042","9,4368","9,4967","9,2855",,"-1,52%"
29.11.2016,"9,4482","9,3869","9,4938","9,3803",,"0,67%"
28.11.2016,"9,3851","9,3817","9,4407","9,3459",,"0,03%"
27.11.2016,"9,3819","9,3808","9,3819","9,3808",,"-0,10%"
25.11.2016,"9,3913","9,3189","9,3913","9,3015",,"0,85%"
24.11.2016,"9,3124","9,3157","9,3626","9,2925",,"0,03%"
23.11.2016,"9,3094","9,2544","9,3883","9,2489",,"0,65%"
22.11.2016,"9,2494","9,2771","9,3142","9,2207",,"-0,19%"
21.11.2016,"9,2671","9,3851","9,4112","9,2632",,"-1,24%"
20.11.2016,"9,3839","9,3923","9,3949","9,3839",,"-0,09%"
18.11.2016,"9,3928","9,4252","9,48","9,3743",,"-0,29%"
17.11.2016,"9,4196","9,5411","9,5518","9,3576",,"-1,10%"
16.11.2016,"9,5244","9,3563","9,5504","9,3182",,"1,86%"
15.11.2016,"9,3507","9,6433","9,6527","9,3507",,"-3,06%"
14.11.2016,"9,6458","9,6618","9,7403","9,6269",,"-0,17%"
13.11.2016,"9,6619","9,6489","9,6619","9,6489",,"0,12%"
11.11.2016,"9,6502","9,6274","9,7327","9,5496",,"0,12%"
10.11.2016,"9,6387","9,4215","9,6387","9,3207",,"2,17%"
09.11.2016,"9,4342","9,396","9,4588","9,3297",,"0,46%"
08.11.2016,"9,3911","9,3929","9,4135","9,372",,"0,14%"
07.11.2016,"9,3783","9,4103","9,4607","9,3783",,"-0,26%"
06.11.2016,"9,4025","9,4139","9,4139","9,4025",,"-0,14%"
04.11.2016,"9,4156","9,3958","9,4156","9,3957",,"0,19%"
03.11.2016,"9,3979","9,399","9,4368","9,3876",,"-0,11%"
02.11.2016,"9,4084","9,3562","9,4466","9,3555",,"0,70%"
01.11.2016,"9,3433","9,3544","9,3636","9,294",,"-0,26%"
31.10.2016,"9,3673","9,2869","9,3673","9,2866",,"0,87%"
30.10.2016,"9,2869","9,2991","9,2991","9,2679",,"-0,18%"
28.10.2016,"9,3035","9,2434","9,3112","9,2413",,"0,72%"
27.10.2016,"9,2367","9,2897","9,3255","9,2335",,"-0,43%"
26.10.2016,"9,2767","9,1814","9,3053","9,1755",,"0,98%"
25.10.2016,"9,1866","9,1789","9,1866","9,1258",,"0,02%"
24.10.2016,"9,1851","9,2197","9,2278","9,167",,"-0,34%"
23.10.2016,"9,2163","9,2241","9,2273","9,2163",,"-0,01%"
21.10.2016,"9,2176","9,2656","9,2671","9,1986",,"-0,42%"
20.10.2016,"9,2568","9,2474","9,2798","9,2357",,"0,10%"
19.10.2016,"9,2478","9,3154","9,3296","9,2291",,"-0,70%"
18.10.2016,"9,313","9,3738","9,3874","9,313",,"-0,46%"
17.10.2016,"9,3559","9,354","9,3807","9,3154",,"0,03%"
16.10.2016,"9,3534","9,358","9,3595","9,3534",,"-0,10%"
14.10.2016,"9,3628","9,3666","9,3838","9,3401",,"-0,04%"
